Name,Surname,Date birth,Unit,Class,Sex,Race,Citizenship,Married,Children,Salary per day,Territory,Occupation,Pets,Food
Vesper,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Zara,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Caden,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Eveline,Bloodmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Morwen,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Lucien,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Draven,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Selas,Blackmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Zara,Nightwhisper,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Vesper,Darkstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Caden,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Eveline,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Morwen,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Draven,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Zara,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Selene,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Vesper,Frostshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Lucien,Shadowstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Caden,Nightveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Morwen,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Draven,Blackmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Zara,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Eveline,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Vesper,Darkstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Selas,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Caden,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Lucien,Nightwhisper,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Zara,Shadowstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Morwen,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Eveline,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Draven,Frostshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Selene,Blackmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Vesper,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Zara,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Caden,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Morwen,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Eveline,Bloodmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Draven,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Lucien,Darkstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Zara,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Selas,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Vesper,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Morwen,Blackmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Eveline,Frostshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Zara,Nightwhisper,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Caden,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Draven,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Selene,Shadowstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Lucien,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Zara,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Morwen,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Vesper,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Caden,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Eveline,Darkstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Zara,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Lucien,Frostshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Selene,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Morwen,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Draven,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Vesper,Shadowstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Caden,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Selas,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Zara,Bloodmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Eveline,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Morwen,Nightwhisper,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Lucien,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Draven,Darkstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Zara,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Caden,Frostshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Selene,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Vesper,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Morwen,Shadowstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Eveline,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Lucien,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Zara,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Caden,Nightwhisper,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Selas,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Draven,Bloodmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Morwen,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Vesper,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Lucien,Darkstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Zara,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Selene,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Eveline,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Caden,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Draven,Shadowstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Morwen,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Lucien,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Zara,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Selas,Bloodmoon,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Eveline,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Draven,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Zara,Shadowveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Lucien,Frostshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Morwen,Darkstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Selene,Nightwhisper,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Caden,Grimveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Zara,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Vesper,Frostveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Eveline,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Lucien,Shadowstorm,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Morwen,Grimshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Border,0,2.00
Draven,Nightshade,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Selas,Bloodveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Army,0,2.00
Zara,Darkveil,1899-12-30,Satyr,Warrior,Spirit,Demon,Twisting Nether,No,0,2.00,Twisting Nether,Police,0,2.00
Aisultan,Orozbekov,1992-01-15,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Gulnaz,Tulegenova,1985-02-20,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Batyr,Abdykerimov,1988-03-30,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Army,0,7.00
Aisha,Kadyrova,1990-04-25,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,2,7.00,Dragonshrines,Army,0,7.00
Erkin,Isakov,1983-05-12,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Medina,Toktogulova,1991-06-18,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Army,0,7.00
Timur,Askarov,1989-07-22,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,4,7.00,Dragonshrines,Border,0,7.00
Gulbanu,Amanova,1993-08-09,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,5,7.00,Dragonshrines,Army,0,7.00
Ruslan,Mambetov,1987-09-14,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Gulzhan,Sadykova,1994-10-30,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,4,7.00,Dragonshrines,Border,0,7.00
Daniyar,Dzhumanov,1986-11-23,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Svetlana,Zhanbaeva,1992-12-19,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,5,7.00,Dragonshrines,Border,0,7.00
Artyom,Bekov,1985-01-05,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Elmira,Satybaldieva,1988-02-14,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Nursultan,Tashkentov,1990-03-21,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Aida,Muratova,1993-04-26,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Ulan,Abdyrazakov,1989-05-17,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Gulnara,Kyzylova,1984-06-08,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,2,7.00,Dragonshrines,Army,0,7.00
Kairat,Nurmatov,1987-07-11,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,5,7.00,Dragonshrines,Border,0,7.00
Ruzia,Bekturova,1991-08-23,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Eldar,Japarov,1986-09-30,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Caravan,0,7.00
Bibigul,Karybekova,1992-10-15,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Marat,Keldibekov,1988-11-20,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,2,7.00,Dragonshrines,Army,0,7.00
Aizhan,Suyunova,1994-12-13,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Border,0,7.00
Azamat,Ibraimov,1985-01-22,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Leila,Usenova,1990-02-28,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Temirlan,Mamatov,1989-03-25,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Saadat,Tashieva,1993-04-15,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Border,0,7.00
Nurzhan,Tursunov,1988-05-18,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Aisulu,Azhieva,1991-06-22,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,2,7.00,Dragonshrines,Border,0,7.00
Bektur,Khamidov,1987-07-16,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Raushan,Kurmanova,1992-08-20,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Army,0,7.00
Samat,Khusainov,1986-09-25,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Zarina,Tulegenova,1991-10-17,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Border,0,7.00
Kanat,Aitmatov,1989-11-12,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,5,7.00,Dragonshrines,Army,0,7.00
Zhibek,Orozalieva,1994-12-21,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Aibek,Sariev,1988-01-29,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Army,0,7.00
Gulnur,Bekimbayeva,1990-02-26,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Arslan,Karymov,1985-03-15,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Aziza,Mambetova,1993-04-10,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Beksultan,Kairbekov,1987-05-23,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Caravan,0,7.00
Maral,Aitkulova,1991-06-17,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Iskander,Satyrov,1986-07-19,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,4,7.00,Dragonshrines,Army,0,7.00
Dilbar,Toktoshova,1994-08-25,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,5,7.00,Dragonshrines,Border,0,7.00
Ulanbek,Shumov,1992-09-30,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Aida,Keldieva,1991-10-12,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Damir,Abdirasakov,1989-11-18,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Gulbanu,Janybekova,1988-12-07,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Nursultan,Usenov,1990-01-28,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Caravan,0,7.00
Bibigul,Akramova,1985-02-22,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Timur,Ismailov,1992-03-15,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Salima,Sadykova,1993-04-20,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Border,0,7.00
Azamat,Mambetov,1987-05-11,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,4,7.00,Dragonshrines,Army,0,7.00
Aigul,Sarsenova,1991-06-14,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,4,7.00,Dragonshrines,Army,0,7.00
Aibek,Kenjebekov,1988-07-19,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Caravan,0,7.00
Gulnara,Zhanbayeva,1989-08-23,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Kairat,Toktubayeva,1990-09-16,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Ruzia,Akhmetova,1993-10-14,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Caravan,0,7.00
Eldar,Kudaibergenov,1986-11-21,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Bibigul,Mamatkulova,1991-12-19,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Marat,Kasyrov,1988-01-14,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Aizhan,Muratbayeva,1993-02-25,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Azamat,Zholdoshov,1987-03-11,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Border,0,7.00
Leila,Suyunova,1990-04-19,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,5,7.00,Dragonshrines,Army,0,7.00
Temirlan,Kadyrov,1989-05-16,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Saadat,Tashieva,1994-06-20,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,2,7.00,Dragonshrines,Army,0,7.00
Nurzhan,Tursunov,1988-07-24,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,4,7.00,Dragonshrines,Border,0,7.00
Aisulu,Azhieva,1991-08-30,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Bektur,Khamidov,1987-09-28,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Raushan,Kurmanova,1992-10-16,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Samat,Khusainov,1986-11-20,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Zarina,Tulegenova,1991-12-22,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,1,7.00,Dragonshrines,Army,0,7.00
Kanat,Aitmatov,1989-01-13,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Army,0,7.00
Zhibek,Orozalieva,1994-02-28,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,5,7.00,Dragonshrines,Army,0,7.00
Aibek,Sariev,1988-03-20,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Gulnur,Bekimbayeva,1990-04-24,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Arslan,Karymov,1985-05-18,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Caravan,0,7.00
Aziza,Mambetova,1993-06-10,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Border,0,7.00
Beksultan,Kairbekov,1987-07-25,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Maral,Aitkulova,1991-08-15,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Border,0,7.00
Iskander,Satyrov,1986-09-18,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Dilbar,Toktoshova,1994-10-14,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,2,7.00,Dragonshrines,Caravan,0,7.00
Ulanbek,Shumov,1992-11-22,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Border,0,7.00
Aida,Keldieva,1991-12-20,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Caravan,0,7.00
Damir,Abdirasakov,1989-01-09,Red Dragon,Flying,Male,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Gulbanu,Janybekova,1988-02-17,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Border,0,7.00
Nursultan,Usenov,1990-03-22,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,4,7.00,Dragonshrines,Border,0,7.00
Bibigul,Akramova,1985-04-12,Red Dragon,Flying,Female,Dragon,Dragonshrines,No,0,7.00,Dragonshrines,Army,0,7.00
Timur,Ismailov,1992-05-15,Red Dragon,Flying,Male,Dragon,Dragonshrines,Yes,2,7.00,Dragonshrines,Caravan,0,7.00
Salima,Sadykova,1993-06-17,Red Dragon,Flying,Female,Dragon,Dragonshrines,Yes,3,7.00,Dragonshrines,Caravan,0,7.00
